Locality,Type of property,Subtype of property,Price,Type of Sale,Number of rooms,Living Area,Kitchen Fully Equiped,Furnished,Open fire,Terrace,Garden,Surface Land,Number of facades,Swimming Pool,State of the building
9450,HOUSE,VILLA,530600,isNewlyBuilt,4,165,No,No,No,No,No,1800,4,No,
7950,HOUSE,HOUSE,465000,isNewClassified,3,301,No,No,No,,No,1136,4,No,
9280,HOUSE,HOUSE,379000,isNewClassified,4,292,No,No,No,80,No,0,4,No,GOOD
1070,HOUSE,MIXED_USE_BUILDING,495000,isNewClassified,1,430,No,No,No,No,No,0,,No,
1480,HOUSE,HOUSE,250000,isNewClassified,4,250,No,No,No,52,7,438,2,No,TO_RENOVATE
9880,HOUSE,HOUSE,345000,isNewClassified,4,172,No,No,No,,No,1015,4,No,
1050,APARTMENT,APARTMENT,320000,isNewClassified,2,140,No,No,No,No,No,,2,No,TO_RENOVATE
8480,HOUSE,MIXED_USE_BUILDING,449000,isNewClassified,3,305,No,No,No,,No,447,2,No,GOOD
6590,APARTMENT,APARTMENT,160000,isNewClassified,2,71,No,No,No,,No,,,No,
5640,HOUSE,HOUSE,329000,isNewClassified,3,182,No,No,No,,No,756,4,No,
8300,APARTMENT,APARTMENT,845000,isNewClassified,3,82,Yes,No,No,4,No,,2,No,JUST_RENOVATED
3910,HOUSE,HOUSE,295000,isNewClassified,2,138,No,No,No,No,No,557,4,No,
9550,HOUSE,HOUSE,539000,isNewClassified,5,374,No,No,No,45,120,365,,No,JUST_RENOVATED
4180,HOUSE,HOUSE,289000,isNewClassified,4,139,No,No,No,No,No,341,4,No,
9111,HOUSE,APARTMENT_BLOCK,499000,isNewClassified,4,190,No,No,No,No,No,0,,No,GOOD
9040,HOUSE,HOUSE,569000,isNewClassified,4,180,No,No,No,No,100,200,3,No,
8501,APARTMENT,APARTMENT,295000,isNewClassified,3,129,No,No,No,,No,,,No,AS_NEW
8560,HOUSE,HOUSE,235000,isNewClassified,3,165,No,No,No,No,No,374,2,No,AS_NEW
8560,HOUSE,HOUSE,395000,isNewPrice,4,173,No,No,No,No,No,796,4,No,TO_RENOVATE
2600,APARTMENT,APARTMENT,249000,isNewClassified,2,100,No,No,No,8,No,,,No,GOOD
1020,APARTMENT,GROUND_FLOOR,299000,isNewClassified,3,140,No,No,No,,23,,2,No,GOOD
2100,APARTMENT,APARTMENT,235000,isNewClassified,2,90,No,No,No,3,No,,2,No,GOOD
2600,APARTMENT,APARTMENT,275000,isNewClassified,2,80,No,No,No,18,No,,2,No,JUST_RENOVATED
2500,APARTMENT,APARTMENT,240000,isNewClassified,1,69,No,No,No,4,32,,2,No,GOOD
2500,APARTMENT,GROUND_FLOOR,349000,isNewClassified,2,86,No,No,No,15,32,,2,No,JUST_RENOVATED
1180,APARTMENT,PENTHOUSE,635000,isNewClassified,3,153,Yes,No,No,30,No,,2,No,AS_NEW
2600,APARTMENT,APARTMENT,215000,isNewClassified,3,80,No,No,No,5,No,,2,No,TO_BE_DONE_UP
1083,APARTMENT,PENTHOUSE,265000,isNewClassified,2,96,Yes,No,No,10,No,,2,No,JUST_RENOVATED
1050,APARTMENT,APARTMENT,420000,isNewClassified,1,73,Yes,Yes,No,No,No,,2,No,AS_NEW
7333,HOUSE,VILLA,495000,isNewClassified,4,180,No,No,No,66,1032,1200,4,Yes,GOOD
8370,APARTMENT,APARTMENT,285000,isNewClassified,2,72,No,Yes,No,,No,,2,No,GOOD
2018,APARTMENT,FLAT_STUDIO,139000,isNewClassified,1,34,No,No,No,No,No,,2,No,JUST_RENOVATED
2140,HOUSE,HOUSE,280000,isNewClassified,3,128,No,No,No,No,55,113,2,No,TO_BE_DONE_UP
2018,HOUSE,MIXED_USE_BUILDING,139000,isNewClassified,1,34,No,No,No,No,No,645,2,No,JUST_RENOVATED
9470,APARTMENT,APARTMENT,225000,isNewClassified,1,70,No,No,No,11,No,,,No,AS_NEW
2300,APARTMENT,APARTMENT,295000,isNewClassified,3,147,Yes,No,No,168,No,,,No,
9420,HOUSE,VILLA,530600,isNewlyBuilt,4,165,No,No,No,No,No,1800,4,No,
9060,APARTMENT,DUPLEX,172500,isNewClassified,2,87,No,No,No,,No,,2,No,
9300,HOUSE,VILLA,530600,isNewlyBuilt,4,165,No,No,No,No,No,1800,4,No,
4280,HOUSE,FARMHOUSE,295000,isNewClassified,4,155,No,No,No,No,No,3120,,No,TO_RESTORE
9450,HOUSE,VILLA,530600,isNewlyBuilt,4,165,No,No,No,No,No,1800,4,No,
7950,HOUSE,HOUSE,465000,isNewClassified,3,301,No,No,No,,No,1136,4,No,
9280,HOUSE,HOUSE,379000,isNewClassified,4,292,No,No,No,80,No,0,4,No,GOOD
1070,HOUSE,MIXED_USE_BUILDING,495000,isNewClassified,1,430,No,No,No,No,No,0,,No,
1480,HOUSE,HOUSE,250000,isNewClassified,4,250,No,No,No,52,7,438,2,No,TO_RENOVATE
9880,HOUSE,HOUSE,345000,isNewClassified,4,172,No,No,No,,No,1015,4,No,
1050,APARTMENT,APARTMENT,320000,isNewClassified,2,140,No,No,No,No,No,,2,No,TO_RENOVATE
8480,HOUSE,MIXED_USE_BUILDING,449000,isNewClassified,3,305,No,No,No,,No,447,2,No,GOOD
6590,APARTMENT,APARTMENT,160000,isNewClassified,2,71,No,No,No,,No,,,No,
5640,HOUSE,HOUSE,329000,isNewClassified,3,182,No,No,No,,No,756,4,No,
8300,APARTMENT,APARTMENT,845000,isNewClassified,3,82,Yes,No,No,4,No,,2,No,JUST_RENOVATED
3910,HOUSE,HOUSE,295000,isNewClassified,2,138,No,No,No,No,No,557,4,No,
9550,HOUSE,HOUSE,539000,isNewClassified,5,374,No,No,No,45,120,365,,No,JUST_RENOVATED
4180,HOUSE,HOUSE,289000,isNewClassified,4,139,No,No,No,No,No,341,4,No,
9111,HOUSE,APARTMENT_BLOCK,499000,isNewClassified,4,190,No,No,No,No,No,0,,No,GOOD
9040,HOUSE,HOUSE,569000,isNewClassified,4,180,No,No,No,No,100,200,3,No,
8501,APARTMENT,APARTMENT,295000,isNewClassified,3,129,No,No,No,,No,,,No,AS_NEW
8560,HOUSE,HOUSE,235000,isNewClassified,3,165,No,No,No,No,No,374,2,No,AS_NEW
8560,HOUSE,HOUSE,395000,isNewPrice,4,173,No,No,No,No,No,796,4,No,TO_RENOVATE
2600,APARTMENT,APARTMENT,249000,isNewClassified,2,100,No,No,No,8,No,,,No,GOOD
1020,APARTMENT,GROUND_FLOOR,299000,isNewClassified,3,140,No,No,No,,23,,2,No,GOOD
2100,APARTMENT,APARTMENT,235000,isNewClassified,2,90,No,No,No,3,No,,2,No,GOOD
2600,APARTMENT,APARTMENT,275000,isNewClassified,2,80,No,No,No,18,No,,2,No,JUST_RENOVATED
2500,APARTMENT,APARTMENT,240000,isNewClassified,1,69,No,No,No,4,32,,2,No,GOOD
2500,APARTMENT,GROUND_FLOOR,349000,isNewClassified,2,86,No,No,No,15,32,,2,No,JUST_RENOVATED
1180,APARTMENT,PENTHOUSE,635000,isNewClassified,3,153,Yes,No,No,30,No,,2,No,AS_NEW
2600,APARTMENT,APARTMENT,215000,isNewClassified,3,80,No,No,No,5,No,,2,No,TO_BE_DONE_UP
1083,APARTMENT,PENTHOUSE,265000,isNewClassified,2,96,Yes,No,No,10,No,,2,No,JUST_RENOVATED
1050,APARTMENT,APARTMENT,420000,isNewClassified,1,73,Yes,Yes,No,No,No,,2,No,AS_NEW
7333,HOUSE,VILLA,495000,isNewClassified,4,180,No,No,No,66,1032,1200,4,Yes,GOOD
8370,APARTMENT,APARTMENT,285000,isNewClassified,2,72,No,Yes,No,,No,,2,No,GOOD
2018,APARTMENT,FLAT_STUDIO,139000,isNewClassified,1,34,No,No,No,No,No,,2,No,JUST_RENOVATED
2140,HOUSE,HOUSE,280000,isNewClassified,3,128,No,No,No,No,55,113,2,No,TO_BE_DONE_UP
2018,HOUSE,MIXED_USE_BUILDING,139000,isNewClassified,1,34,No,No,No,No,No,645,2,No,JUST_RENOVATED
9470,APARTMENT,APARTMENT,225000,isNewClassified,1,70,No,No,No,11,No,,,No,AS_NEW
2300,APARTMENT,APARTMENT,295000,isNewClassified,3,147,Yes,No,No,168,No,,,No,
9420,HOUSE,VILLA,530600,isNewlyBuilt,4,165,No,No,No,No,No,1800,4,No,
9060,APARTMENT,DUPLEX,172500,isNewClassified,2,87,No,No,No,,No,,2,No,
9300,HOUSE,VILLA,530600,isNewlyBuilt,4,165,No,No,No,No,No,1800,4,No,
4280,HOUSE,FARMHOUSE,295000,isNewClassified,4,155,No,No,No,No,No,3120,,No,TO_RESTORE
9450,HOUSE,VILLA,530600,isNewlyBuilt,4,165,No,No,No,No,No,1800,4,No,
7950,HOUSE,HOUSE,465000,isNewClassified,3,301,No,No,No,,No,1136,4,No,
9280,HOUSE,HOUSE,379000,isNewClassified,4,292,No,No,No,80,No,0,4,No,GOOD
1070,HOUSE,MIXED_USE_BUILDING,495000,isNewClassified,1,430,No,No,No,No,No,0,,No,
1480,HOUSE,HOUSE,250000,isNewClassified,4,250,No,No,No,52,7,438,2,No,TO_RENOVATE
9880,HOUSE,HOUSE,345000,isNewClassified,4,172,No,No,No,,No,1015,4,No,
1050,APARTMENT,APARTMENT,320000,isNewClassified,2,140,No,No,No,No,No,,2,No,TO_RENOVATE
8480,HOUSE,MIXED_USE_BUILDING,449000,isNewClassified,3,305,No,No,No,,No,447,2,No,GOOD
6590,APARTMENT,APARTMENT,160000,isNewClassified,2,71,No,No,No,,No,,,No,
5640,HOUSE,HOUSE,329000,isNewClassified,3,182,No,No,No,,No,756,4,No,
8300,APARTMENT,APARTMENT,845000,isNewClassified,3,82,Yes,No,No,4,No,,2,No,JUST_RENOVATED
3910,HOUSE,HOUSE,295000,isNewClassified,2,138,No,No,No,No,No,557,4,No,
9550,HOUSE,HOUSE,539000,isNewClassified,5,374,No,No,No,45,120,365,,No,JUST_RENOVATED
4180,HOUSE,HOUSE,289000,isNewClassified,4,139,No,No,No,No,No,341,4,No,
9111,HOUSE,APARTMENT_BLOCK,499000,isNewClassified,4,190,No,No,No,No,No,0,,No,GOOD
9040,HOUSE,HOUSE,569000,isNewClassified,4,180,No,No,No,No,100,200,3,No,
8501,APARTMENT,APARTMENT,295000,isNewClassified,3,129,No,No,No,,No,,,No,AS_NEW
8560,HOUSE,HOUSE,235000,isNewClassified,3,165,No,No,No,No,No,374,2,No,AS_NEW
8560,HOUSE,HOUSE,395000,isNewPrice,4,173,No,No,No,No,No,796,4,No,TO_RENOVATE
2600,APARTMENT,APARTMENT,249000,isNewClassified,2,100,No,No,No,8,No,,,No,GOOD
1020,APARTMENT,GROUND_FLOOR,299000,isNewClassified,3,140,No,No,No,,23,,2,No,GOOD
2100,APARTMENT,APARTMENT,235000,isNewClassified,2,90,No,No,No,3,No,,2,No,GOOD
2600,APARTMENT,APARTMENT,275000,isNewClassified,2,80,No,No,No,18,No,,2,No,JUST_RENOVATED
2500,APARTMENT,APARTMENT,240000,isNewClassified,1,69,No,No,No,4,32,,2,No,GOOD
2500,APARTMENT,GROUND_FLOOR,349000,isNewClassified,2,86,No,No,No,15,32,,2,No,JUST_RENOVATED
1180,APARTMENT,PENTHOUSE,635000,isNewClassified,3,153,Yes,No,No,30,No,,2,No,AS_NEW
2600,APARTMENT,APARTMENT,215000,isNewClassified,3,80,No,No,No,5,No,,2,No,TO_BE_DONE_UP
1083,APARTMENT,PENTHOUSE,265000,isNewClassified,2,96,Yes,No,No,10,No,,2,No,JUST_RENOVATED
1050,APARTMENT,APARTMENT,420000,isNewClassified,1,73,Yes,Yes,No,No,No,,2,No,AS_NEW
7333,HOUSE,VILLA,495000,isNewClassified,4,180,No,No,No,66,1032,1200,4,Yes,GOOD
8370,APARTMENT,APARTMENT,285000,isNewClassified,2,72,No,Yes,No,,No,,2,No,GOOD
2018,APARTMENT,FLAT_STUDIO,139000,isNewClassified,1,34,No,No,No,No,No,,2,No,JUST_RENOVATED
2140,HOUSE,HOUSE,280000,isNewClassified,3,128,No,No,No,No,55,113,2,No,TO_BE_DONE_UP
2018,HOUSE,MIXED_USE_BUILDING,139000,isNewClassified,1,34,No,No,No,No,No,645,2,No,JUST_RENOVATED
9470,APARTMENT,APARTMENT,225000,isNewClassified,1,70,No,No,No,11,No,,,No,AS_NEW
2300,APARTMENT,APARTMENT,295000,isNewClassified,3,147,Yes,No,No,168,No,,,No,
9420,HOUSE,VILLA,530600,isNewlyBuilt,4,165,No,No,No,No,No,1800,4,No,
9060,APARTMENT,DUPLEX,172500,isNewClassified,2,87,No,No,No,,No,,2,No,
9300,HOUSE,VILLA,530600,isNewlyBuilt,4,165,No,No,No,No,No,1800,4,No,
4280,HOUSE,FARMHOUSE,295000,isNewClassified,4,155,No,No,No,No,No,3120,,No,TO_RESTORE
9450,HOUSE,VILLA,530600,isNewlyBuilt,4,165,No,No,No,No,No,1800,4,No,
7950,HOUSE,HOUSE,465000,isNewClassified,3,301,No,No,No,,No,1136,4,No,
9280,HOUSE,HOUSE,379000,isNewClassified,4,292,No,No,No,80,No,0,4,No,GOOD
1070,HOUSE,MIXED_USE_BUILDING,495000,isNewClassified,1,430,No,No,No,No,No,0,,No,
1480,HOUSE,HOUSE,250000,isNewClassified,4,250,No,No,No,52,7,438,2,No,TO_RENOVATE
9880,HOUSE,HOUSE,345000,isNewClassified,4,172,No,No,No,,No,1015,4,No,
1050,APARTMENT,APARTMENT,320000,isNewClassified,2,140,No,No,No,No,No,,2,No,TO_RENOVATE
8480,HOUSE,MIXED_USE_BUILDING,449000,isNewClassified,3,305,No,No,No,,No,447,2,No,GOOD
6590,APARTMENT,APARTMENT,160000,isNewClassified,2,71,No,No,No,,No,,,No,
5640,HOUSE,HOUSE,329000,isNewClassified,3,182,No,No,No,,No,756,4,No,
8300,APARTMENT,APARTMENT,845000,isNewClassified,3,82,Yes,No,No,4,No,,2,No,JUST_RENOVATED
3910,HOUSE,HOUSE,295000,isNewClassified,2,138,No,No,No,No,No,557,4,No,
9550,HOUSE,HOUSE,539000,isNewClassified,5,374,No,No,No,45,120,365,,No,JUST_RENOVATED
4180,HOUSE,HOUSE,289000,isNewClassified,4,139,No,No,No,No,No,341,4,No,
9111,HOUSE,APARTMENT_BLOCK,499000,isNewClassified,4,190,No,No,No,No,No,0,,No,GOOD
9040,HOUSE,HOUSE,569000,isNewClassified,4,180,No,No,No,No,100,200,3,No,
8501,APARTMENT,APARTMENT,295000,isNewClassified,3,129,No,No,No,,No,,,No,AS_NEW
8560,HOUSE,HOUSE,235000,isNewClassified,3,165,No,No,No,No,No,374,2,No,AS_NEW
8560,HOUSE,HOUSE,395000,isNewPrice,4,173,No,No,No,No,No,796,4,No,TO_RENOVATE
2600,APARTMENT,APARTMENT,249000,isNewClassified,2,100,No,No,No,8,No,,,No,GOOD
1020,APARTMENT,GROUND_FLOOR,299000,isNewClassified,3,140,No,No,No,,23,,2,No,GOOD
2100,APARTMENT,APARTMENT,235000,isNewClassified,2,90,No,No,No,3,No,,2,No,GOOD
2600,APARTMENT,APARTMENT,275000,isNewClassified,2,80,No,No,No,18,No,,2,No,JUST_RENOVATED
2500,APARTMENT,APARTMENT,240000,isNewClassified,1,69,No,No,No,4,32,,2,No,GOOD
2500,APARTMENT,GROUND_FLOOR,349000,isNewClassified,2,86,No,No,No,15,32,,2,No,JUST_RENOVATED
1180,APARTMENT,PENTHOUSE,635000,isNewClassified,3,153,Yes,No,No,30,No,,2,No,AS_NEW
2600,APARTMENT,APARTMENT,215000,isNewClassified,3,80,No,No,No,5,No,,2,No,TO_BE_DONE_UP
1083,APARTMENT,PENTHOUSE,265000,isNewClassified,2,96,Yes,No,No,10,No,,2,No,JUST_RENOVATED
1050,APARTMENT,APARTMENT,420000,isNewClassified,1,73,Yes,Yes,No,No,No,,2,No,AS_NEW
7333,HOUSE,VILLA,495000,isNewClassified,4,180,No,No,No,66,1032,1200,4,Yes,GOOD
8370,APARTMENT,APARTMENT,285000,isNewClassified,2,72,No,Yes,No,,No,,2,No,GOOD
2018,APARTMENT,FLAT_STUDIO,139000,isNewClassified,1,34,No,No,No,No,No,,2,No,JUST_RENOVATED
2140,HOUSE,HOUSE,280000,isNewClassified,3,128,No,No,No,No,55,113,2,No,TO_BE_DONE_UP
2018,HOUSE,MIXED_USE_BUILDING,139000,isNewClassified,1,34,No,No,No,No,No,645,2,No,JUST_RENOVATED
9470,APARTMENT,APARTMENT,225000,isNewClassified,1,70,No,No,No,11,No,,,No,AS_NEW
2300,APARTMENT,APARTMENT,295000,isNewClassified,3,147,Yes,No,No,168,No,,,No,
9420,HOUSE,VILLA,530600,isNewlyBuilt,4,165,No,No,No,No,No,1800,4,No,
9060,APARTMENT,DUPLEX,172500,isNewClassified,2,87,No,No,No,,No,,2,No,
9300,HOUSE,VILLA,530600,isNewlyBuilt,4,165,No,No,No,No,No,1800,4,No,
4280,HOUSE,FARMHOUSE,295000,isNewClassified,4,155,No,No,No,No,No,3120,,No,TO_RESTORE
9450,HOUSE,VILLA,530600,isNewlyBuilt,4,165,No,No,No,No,No,1800,4,No,
7950,HOUSE,HOUSE,465000,isNewClassified,3,301,No,No,No,,No,1136,4,No,
9280,HOUSE,HOUSE,379000,isNewClassified,4,292,No,No,No,80,No,0,4,No,GOOD
1070,HOUSE,MIXED_USE_BUILDING,495000,isNewClassified,1,430,No,No,No,No,No,0,,No,
1480,HOUSE,HOUSE,250000,isNewClassified,4,250,No,No,No,52,7,438,2,No,TO_RENOVATE
9880,HOUSE,HOUSE,345000,isNewClassified,4,172,No,No,No,,No,1015,4,No,
1050,APARTMENT,APARTMENT,320000,isNewClassified,2,140,No,No,No,No,No,,2,No,TO_RENOVATE
8480,HOUSE,MIXED_USE_BUILDING,449000,isNewClassified,3,305,No,No,No,,No,447,2,No,GOOD
6590,APARTMENT,APARTMENT,160000,isNewClassified,2,71,No,No,No,,No,,,No,
5640,HOUSE,HOUSE,329000,isNewClassified,3,182,No,No,No,,No,756,4,No,
8300,APARTMENT,APARTMENT,845000,isNewClassified,3,82,Yes,No,No,4,No,,2,No,JUST_RENOVATED
3910,HOUSE,HOUSE,295000,isNewClassified,2,138,No,No,No,No,No,557,4,No,
9550,HOUSE,HOUSE,539000,isNewClassified,5,374,No,No,No,45,120,365,,No,JUST_RENOVATED
4180,HOUSE,HOUSE,289000,isNewClassified,4,139,No,No,No,No,No,341,4,No,
9111,HOUSE,APARTMENT_BLOCK,499000,isNewClassified,4,190,No,No,No,No,No,0,,No,GOOD
9040,HOUSE,HOUSE,569000,isNewClassified,4,180,No,No,No,No,100,200,3,No,
8501,APARTMENT,APARTMENT,295000,isNewClassified,3,129,No,No,No,,No,,,No,AS_NEW
8560,HOUSE,HOUSE,235000,isNewClassified,3,165,No,No,No,No,No,374,2,No,AS_NEW
8560,HOUSE,HOUSE,395000,isNewPrice,4,173,No,No,No,No,No,796,4,No,TO_RENOVATE
2600,APARTMENT,APARTMENT,249000,isNewClassified,2,100,No,No,No,8,No,,,No,GOOD
1020,APARTMENT,GROUND_FLOOR,299000,isNewClassified,3,140,No,No,No,,23,,2,No,GOOD
2100,APARTMENT,APARTMENT,235000,isNewClassified,2,90,No,No,No,3,No,,2,No,GOOD
2600,APARTMENT,APARTMENT,275000,isNewClassified,2,80,No,No,No,18,No,,2,No,JUST_RENOVATED
2500,APARTMENT,APARTMENT,240000,isNewClassified,1,69,No,No,No,4,32,,2,No,GOOD
2500,APARTMENT,GROUND_FLOOR,349000,isNewClassified,2,86,No,No,No,15,32,,2,No,JUST_RENOVATED
1180,APARTMENT,PENTHOUSE,635000,isNewClassified,3,153,Yes,No,No,30,No,,2,No,AS_NEW
2600,APARTMENT,APARTMENT,215000,isNewClassified,3,80,No,No,No,5,No,,2,No,TO_BE_DONE_UP
1083,APARTMENT,PENTHOUSE,265000,isNewClassified,2,96,Yes,No,No,10,No,,2,No,JUST_RENOVATED
1050,APARTMENT,APARTMENT,420000,isNewClassified,1,73,Yes,Yes,No,No,No,,2,No,AS_NEW
7333,HOUSE,VILLA,495000,isNewClassified,4,180,No,No,No,66,1032,1200,4,Yes,GOOD
8370,APARTMENT,APARTMENT,285000,isNewClassified,2,72,No,Yes,No,,No,,2,No,GOOD
2018,APARTMENT,FLAT_STUDIO,139000,isNewClassified,1,34,No,No,No,No,No,,2,No,JUST_RENOVATED
2140,HOUSE,HOUSE,280000,isNewClassified,3,128,No,No,No,No,55,113,2,No,TO_BE_DONE_UP
2018,HOUSE,MIXED_USE_BUILDING,139000,isNewClassified,1,34,No,No,No,No,No,645,2,No,JUST_RENOVATED
9470,APARTMENT,APARTMENT,225000,isNewClassified,1,70,No,No,No,11,No,,,No,AS_NEW
2300,APARTMENT,APARTMENT,295000,isNewClassified,3,147,Yes,No,No,168,No,,,No,
9420,HOUSE,VILLA,530600,isNewlyBuilt,4,165,No,No,No,No,No,1800,4,No,
9060,APARTMENT,DUPLEX,172500,isNewClassified,2,87,No,No,No,,No,,2,No,
9300,HOUSE,VILLA,530600,isNewlyBuilt,4,165,No,No,No,No,No,1800,4,No,
4280,HOUSE,FARMHOUSE,295000,isNewClassified,4,155,No,No,No,No,No,3120,,No,TO_RESTORE
9450,HOUSE,VILLA,530600,isNewlyBuilt,4,165,No,No,No,No,No,1800,4,No,
7950,HOUSE,HOUSE,465000,isNewClassified,3,301,No,No,No,,No,1136,4,No,
9280,HOUSE,HOUSE,379000,isNewClassified,4,292,No,No,No,80,No,0,4,No,GOOD
1070,HOUSE,MIXED_USE_BUILDING,495000,isNewClassified,1,430,No,No,No,No,No,0,,No,
1480,HOUSE,HOUSE,250000,isNewClassified,4,250,No,No,No,52,7,438,2,No,TO_RENOVATE
9880,HOUSE,HOUSE,345000,isNewClassified,4,172,No,No,No,,No,1015,4,No,
1050,APARTMENT,APARTMENT,320000,isNewClassified,2,140,No,No,No,No,No,,2,No,TO_RENOVATE
8480,HOUSE,MIXED_USE_BUILDING,449000,isNewClassified,3,305,No,No,No,,No,447,2,No,GOOD
6590,APARTMENT,APARTMENT,160000,isNewClassified,2,71,No,No,No,,No,,,No,
5640,HOUSE,HOUSE,329000,isNewClassified,3,182,No,No,No,,No,756,4,No,
8300,APARTMENT,APARTMENT,845000,isNewClassified,3,82,Yes,No,No,4,No,,2,No,JUST_RENOVATED
3910,HOUSE,HOUSE,295000,isNewClassified,2,138,No,No,No,No,No,557,4,No,
9550,HOUSE,HOUSE,539000,isNewClassified,5,374,No,No,No,45,120,365,,No,JUST_RENOVATED
4180,HOUSE,HOUSE,289000,isNewClassified,4,139,No,No,No,No,No,341,4,No,
9111,HOUSE,APARTMENT_BLOCK,499000,isNewClassified,4,190,No,No,No,No,No,0,,No,GOOD
9040,HOUSE,HOUSE,569000,isNewClassified,4,180,No,No,No,No,100,200,3,No,
8501,APARTMENT,APARTMENT,295000,isNewClassified,3,129,No,No,No,,No,,,No,AS_NEW
8560,HOUSE,HOUSE,235000,isNewClassified,3,165,No,No,No,No,No,374,2,No,AS_NEW
8560,HOUSE,HOUSE,395000,isNewPrice,4,173,No,No,No,No,No,796,4,No,TO_RENOVATE
2600,APARTMENT,APARTMENT,249000,isNewClassified,2,100,No,No,No,8,No,,,No,GOOD
1020,APARTMENT,GROUND_FLOOR,299000,isNewClassified,3,140,No,No,No,,23,,2,No,GOOD
2100,APARTMENT,APARTMENT,235000,isNewClassified,2,90,No,No,No,3,No,,2,No,GOOD
2600,APARTMENT,APARTMENT,275000,isNewClassified,2,80,No,No,No,18,No,,2,No,JUST_RENOVATED
2500,APARTMENT,APARTMENT,240000,isNewClassified,1,69,No,No,No,4,32,,2,No,GOOD
2500,APARTMENT,GROUND_FLOOR,349000,isNewClassified,2,86,No,No,No,15,32,,2,No,JUST_RENOVATED
1180,APARTMENT,PENTHOUSE,635000,isNewClassified,3,153,Yes,No,No,30,No,,2,No,AS_NEW
2600,APARTMENT,APARTMENT,215000,isNewClassified,3,80,No,No,No,5,No,,2,No,TO_BE_DONE_UP
1083,APARTMENT,PENTHOUSE,265000,isNewClassified,2,96,Yes,No,No,10,No,,2,No,JUST_RENOVATED
1050,APARTMENT,APARTMENT,420000,isNewClassified,1,73,Yes,Yes,No,No,No,,2,No,AS_NEW
7333,HOUSE,VILLA,495000,isNewClassified,4,180,No,No,No,66,1032,1200,4,Yes,GOOD
8370,APARTMENT,APARTMENT,285000,isNewClassified,2,72,No,Yes,No,,No,,2,No,GOOD
2018,APARTMENT,FLAT_STUDIO,139000,isNewClassified,1,34,No,No,No,No,No,,2,No,JUST_RENOVATED
2140,HOUSE,HOUSE,280000,isNewClassified,3,128,No,No,No,No,55,113,2,No,TO_BE_DONE_UP
2018,HOUSE,MIXED_USE_BUILDING,139000,isNewClassified,1,34,No,No,No,No,No,645,2,No,JUST_RENOVATED
9470,APARTMENT,APARTMENT,225000,isNewClassified,1,70,No,No,No,11,No,,,No,AS_NEW
2300,APARTMENT,APARTMENT,295000,isNewClassified,3,147,Yes,No,No,168,No,,,No,
9420,HOUSE,VILLA,530600,isNewlyBuilt,4,165,No,No,No,No,No,1800,4,No,
9060,APARTMENT,DUPLEX,172500,isNewClassified,2,87,No,No,No,,No,,2,No,
9300,HOUSE,VILLA,530600,isNewlyBuilt,4,165,No,No,No,No,No,1800,4,No,
4280,HOUSE,FARMHOUSE,295000,isNewClassified,4,155,No,No,No,No,No,3120,,No,TO_RESTORE
9450,HOUSE,VILLA,530600,isNewlyBuilt,4,165,No,No,No,No,No,1800,4,No,
7950,HOUSE,HOUSE,465000,isNewClassified,3,301,No,No,No,,No,1136,4,No,
9280,HOUSE,HOUSE,379000,isNewClassified,4,292,No,No,No,80,No,0,4,No,GOOD
1070,HOUSE,MIXED_USE_BUILDING,495000,isNewClassified,1,430,No,No,No,No,No,0,,No,
1480,HOUSE,HOUSE,250000,isNewClassified,4,250,No,No,No,52,7,438,2,No,TO_RENOVATE
9880,HOUSE,HOUSE,345000,isNewClassified,4,172,No,No,No,,No,1015,4,No,
1050,APARTMENT,APARTMENT,320000,isNewClassified,2,140,No,No,No,No,No,,2,No,TO_RENOVATE
8480,HOUSE,MIXED_USE_BUILDING,449000,isNewClassified,3,305,No,No,No,,No,447,2,No,GOOD
6590,APARTMENT,APARTMENT,160000,isNewClassified,2,71,No,No,No,,No,,,No,
5640,HOUSE,HOUSE,329000,isNewClassified,3,182,No,No,No,,No,756,4,No,
8300,APARTMENT,APARTMENT,845000,isNewClassified,3,82,Yes,No,No,4,No,,2,No,JUST_RENOVATED
3910,HOUSE,HOUSE,295000,isNewClassified,2,138,No,No,No,No,No,557,4,No,
9550,HOUSE,HOUSE,539000,isNewClassified,5,374,No,No,No,45,120,365,,No,JUST_RENOVATED
4180,HOUSE,HOUSE,289000,isNewClassified,4,139,No,No,No,No,No,341,4,No,
9111,HOUSE,APARTMENT_BLOCK,499000,isNewClassified,4,190,No,No,No,No,No,0,,No,GOOD
9040,HOUSE,HOUSE,569000,isNewClassified,4,180,No,No,No,No,100,200,3,No,
8501,APARTMENT,APARTMENT,295000,isNewClassified,3,129,No,No,No,,No,,,No,AS_NEW
8560,HOUSE,HOUSE,235000,isNewClassified,3,165,No,No,No,No,No,374,2,No,AS_NEW
8560,HOUSE,HOUSE,395000,isNewPrice,4,173,No,No,No,No,No,796,4,No,TO_RENOVATE
2600,APARTMENT,APARTMENT,249000,isNewClassified,2,100,No,No,No,8,No,,,No,GOOD
1020,APARTMENT,GROUND_FLOOR,299000,isNewClassified,3,140,No,No,No,,23,,2,No,GOOD
2100,APARTMENT,APARTMENT,235000,isNewClassified,2,90,No,No,No,3,No,,2,No,GOOD
2600,APARTMENT,APARTMENT,275000,isNewClassified,2,80,No,No,No,18,No,,2,No,JUST_RENOVATED
